hName,hGender,widowed,hClass,hOccupaton,hOccCat,hLocale,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOcc,boccCat,bLocale,bActive,bID,bOMID,term,pL,pD,pF,pS,nurse,man.,age_man,actTitle,actDate,actYear,ActDescription,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItemOMID,rights,actID,actOMID
Cristoforo Guidice,male,,mercantes,,,,1449–1474,29c08f71-1619-4c87-a2d6-3655b3a5a32d,37176,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,35,1439–1474,19ddff01-9c23-41d2-b278-ca0dc3339473,37564,Bartolomea Marchione,female,mercantes,,,,1449–1474,985bc15c-3b56-446e-b754-a402af99141e,37342,12,120,,,,,,47,"Tommaso Duracino, filza 17, nr. 936",1474-12-15,1474,"A certain Cristoforo Guidice rents the Russian slave Caterina, who is 35 years of age, to a certain Bartolomea Imperiale, for 12 years and 120 lire. Note that Gioffrè mistakenly identifies this as belonging to filza 16.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,4462776b-1513-409d-90ea-81d956ecb7ba,
Mariola Fieschi,female,y,mercantes,,,,1453–1478,a15f964b-30ef-4ea7-95e3-5cb52297fde6,37246,Margherita,Mingrelian,ae0730fa-f010-46b4-b941-3d87217205e10,31554,female,26,1452–1478,66c81db1-bfe1-401b-9ac8-8cc47fdaa3df,37661,Paride Fieschi,male,mercantes,,,,1453–1478,56af5f8a-b433-4c47-9399-e19cde28a752,27357,11,110,,,,,y,37,"Lorenzo Costa, filza 8, series I, nr. 320",1478,1478,"A certain Mariola Fieschi leases out the Mingrelian slave Margherita, who is 26 years of age, to Paride Fieschi, for 11 years and 110 lire. At the end of the contract she is to be freed.",Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 994,f5043ff2-d106-4f3d-b9ae-9016619f12a3,37863,Archivio di stato di Genova,912842fd-0861-4531-ad6b-22f533d8ad29,
Bianchetta de Franchi,female,y,mercantes,,,,1454–1479,9e11be09-3cb4-4de1-9f2c-41c989d6409a,37168,Agnese,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,30,1449–1479,d6baa9af-3981-46a4-bc03-a5a0ab6c3e88,37553,Giacomo Anterio,male,mercantes,revenditor raubarum,,,1454–1479,3360bebe-01c2-4329-95f7-8549bb44a468,37389,10,100,,,,,,40,"Tommaso Duracino, filza 22, nr. 363 (formerly nr. 562)",1479-06-14,1479,"A certain Bianchetta de Franchi, the daughter of Paolo and the wife of the deceased Andreolo Grillo, rents out the Russian slave Agnese, who is 30 years of age, to a certain Giacomo Anterio, revenditor raubarum, for 10 years at a cost of 100 lire.  The images are in the archive folder.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 909,537f9c84-03f6-4414-97b3-bde8270f47a0,37849,Archivio di stato di Genova,385c22c1-2ada-41a6-b6ad-3fcc5186c03a,
Pietro Fieschi,male,,mercantes,,,,1447–1472,1add6b2d-7820-4a17-ae0a-291e762520b9,37285,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,32,1440–1472,acd88a29-b108-443e-a254-a0ad2cd998cf,37706,Galeazzo de Levanto,male,mercantes,,,Levanto,1447–1472,40624921-776f-4011-a3cc-b462027c2bbe,26933,16,150,,,,,,48,"Tommaso Duracino, filza 15, nr. 209",1472-03-18,1472,"A certain Pietro Fieschi rents out the Circassian slave Maria, who is 32 years of age, to a certain Galeazzo de Levanto, for 16 years at a cost of 150 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 902,2fe581dd-8e34-4a18-a37b-4a9fdbde88f0,37842,Archivio di stato di Genova,e8f1cb7e-7a68-4fc3-bd82-2b3d75c26f5f,
Battista de Castiliono,male,,mercantes,,,Castiglione,1461–1486,66664636-421e-49b1-9c7d-ecce716040d8,37156,Giovanni,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,16,1470–1486,513989e6-b0da-4894-8b53-69f89cd94f37,37536,Luca Adorno,male,mercantes,,,,1461–1486,ff5c2149-0121-46df-bf7c-7da26e4bad18,37437,8,60,,,,,,24,"Niccolò Raggi, filza 16, nr. 555",1486,1486,"A certain Battista de Castiliono leases out the Moorish slave Giovanni, who is 16 years old, to a certain Luca Adorno, for 8 years and 60 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028d,f33dd22c-59f1-4d4d-ba92-f60bd5c809bc,37744,Archivio di stato di Genova,1f379b36-b634-4d8a-acf2-4a2474122260,
Barnaba de Sancto Blaxio,male,,mercantes,,,San Biagio della Cima,1464–1489,380c1388-b4b2-4439-8717-e1ce3aff86cb,30033,Maria,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,24,1465–1489,ff169b8d-d433-4d02-bbb4-32e97791e3c2,37517,Niccolò Cassana,male,mercantes,,,,1464–1489,73a4ceda-d4be-4ac8-90fe-805bb088be3f,37446,11,99,,,,,,35,"Girolamo de Uvada, filza 1, nr. 136",1489,1489,"A certain Barnaba de Sancto Blaxio rents out the Greek slave Maria, who is 24 years of age, to a certain Nicola de Cassana, for 11 years and 99 lire.",Cristoforo de Rapallo,3df6907c-16a1-435a-9561-df7ae75b5fd5,31247,Notai antichi 1242,339eae52-5a7e-488c-955e-6f377a7592e6,37758,Archivio di stato di Genova,f98494ac-2f14-4825-b4a2-f64310a4cd61,
Antonio de Franchi,male,,mercantes,,,,1444–1469,69fe8b23-2486-49b5-bc03-19e7e86a4ef7,29985,Valentino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,25,1444–1469,728305d2-96ec-4955-b034-e7de10dac394,37509,Genesio de Guizo,male,mercantes,,,,1444–1469,7e399386-8278-430f-be18-584acf36e081,37388,3,62.5,,,,,,28,"Tommaso Duracino, filza 12, nr. 60",1469-02-22,1469,"A certain Antonio de Franchis rents out the Circassian slave Valentino, who is 25 years of age, to a certain Genesio de Guizo, for 3 years at a price of 62 lire and 10 soldi.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 899,e05cff03-36ed-4c62-8db9-78fb1f54be1d,37839,Archivio di stato di Genova,5306fbb1-ad26-45e8-a9e9-6a14e73c848c,
Raffaele Odone,male,,mercantes,,,,1466–1491,91305345-73ef-45a8-9b34-94d20bce7ccf,25400,Maria,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,25,1466–1491,3b0b9d5b-9eab-40f5-a17e-92a0dbfa4774,37678,Paulo Sauli,male,mercantes,,,,1466–1491,1d3c236b-1ed4-474b-93b5-4acd48d6e263,37461,7.2,79.8,,,,,,32.2,"Antonio Pastorino, filza 5, nr. 524",1491,1491,"Having already been leased for 7 years and 8 months for 84 lire 6 soldi 8 denari by Nicola Gentile Pallavicini to Raffaele ""de Odono"", Raffaele sub-leased the Hungarian slave Maria, who is 25 years of age, to a certain Paulo Sauli for 7 years and 2.5 months for 79 lire 16 soldi 8 denari.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1294,52c29cd8-9d3d-4a75-8fd0-d0d921961f79,37765,Archivio di stato di Genova,7676bac4-55aa-4777-a977-a5d97270954f,
Luca de Fornari,male,,mercantes,,,,1422–1447,72bfafd1-4cb3-4347-a566-fb20f3d27e6e,37236,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,26,1421–1447,4cac3cf8-90ff-44b8-a5aa-db3cb06ef04f,37649,Giovanni Giustiniani,male,mercantes,,,,1422–1447,8d410a01-9998-4883-931f-bc61a520f007,37410,10,115,,,,,,36,"Antonio Fazio, filza 13, series I, nr. 77",1447-05-16,1447,"A certain Luca de Fornari leases out the enslaved Tartaran woman named Lucia, who is 26 years of age, to a certain Giovanni Giustiniani quondam Daniele, for 10 years and 115 lire. There are a number of conditions, and the enslaved Lucia is exchanged ""talem qualem est"".",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 587,e8914049-a5fb-484b-a5f8-a2b818ee4827,37799,Archivio di stato di Genova,d1ec7d08-526a-4012-96ac-8964261a32cd,
Giorgio de Franchi,male,,mercantes,,,,1394–1419,8b68b9bc-3a75-4cc9-8a02-2996f4d8ab0b,37206,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,30,1389–1419,7819e261-38ad-4243-b275-0d73dc0b436c,37611,Battista de Leone,male,mercantes,,,,1394–1419,a2d975ae-4a55-4e7b-8ae3-80d73677756d,26698,8,44,,,,,,38,"Giuliano Canella, register 6, 1418–1421, fol. 168v",1419,1419,"A certain Giorgio de Franchis leases out the Tartaran slave Marta, who is 30 years of age, to a certain Battista Leone, for a period of 8 years and 44 lire.",Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Notai antichi 483,d40512e6-0879-4309-ae32-8bc8e12a7907,37783,Archivio di stato di Genova,e568be68-3a6c-4329-a8e9-6d0df5deaa89,
Giovanni Delfino,male,,mercantes,,,,1448–1473,2c784802-9f4a-40df-ad0b-e6445bcaf812,37215,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,29,1444–1473,0d50335b-a3aa-49fa-a8b5-cbf54484a1a9,37621,Bartolomeo de Riccobono,male,mercantes,,,,1448–1473,2f96c6e6-162e-48f3-bdc0-f7f11a326f9d,37346,9,80,,,,,,38,"Tommaso Duracino, filza 16, nr. 398",1473-04-07,1473,"A certain Giovanni Delfino rents out the Circassian slave Maria, who is 29 years of age, to a certain Bartolomeo Ricobono, for 9 years at a cost of 80 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 903,973522a8-adbf-495e-a7bf-ccc3085049b5,37843,Archivio di stato di Genova,0c961a87-06c4-4c27-b6f3-649492036938,
Lorenzo Giustiniani,male,,mercantes,,,,1451–1476,f4e75d04-cf77-47bc-b367-84e6c3fe12ad,27206,Maria,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,33,1443–1476,253e3a9f-140d-4270-bf87-eb1562027988,37648,Gregorio de Beningassio,male,mercantes,,,,1451–1476,54809dd5-27d2-4ef2-a075-7187036f51aa,37423,6,60,,,,,,39,"Battista Parisola, filza 10, nr. 190",1476-03-07,1476,"Lorenzo Giustiniani leases out the Hungarian slave Maria, who is 33 years of age, to Gregorio de Beningassio, for 6 years. The notary indicates that the slave is pregnant. This is essentially a lease contract written up as a sale.",Battista Parisola,4c32ba3c-8aa1-4e88-908a-b503d25820e4,25444,Notai antichi 776,392c6cb7-e7c6-4792-9b5f-bb8d97d8bb2f,37828,Archivio di stato di Genova,6677ba7a-f9d6-4f76-9539-effb72c989af,
Maria Spinola,female,,nobiles,,,,1422–1447,141493f3-0597-4e0a-8f22-887664bb6ec6,37243,Anna,Wallachian,733d7b8b-8fd6-4b25-a73c-9c3ebdf52517,31563,female,30,1417–1447,558cead0-a697-47da-b911-28f23ee40d40,37657,Raimondo Aimari,male,mercantes,,,,1422–1447,2e053ad9-fb7d-4c65-aba4-1b6632934be4,37473,3,25,,,,,y,33,"Bartolomeo Risso, filza 1, series I, nr. 108",1447-09-05,1447,"A certain Mariola Adorno rents the Wallachian slave Anna, who is 30 years of age, to a certain Raimondo Aimari, for 3 years and 25 lire. At the end of the contract she is to be freed (manumission).",Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 715,8d05678f-e562-4829-aaab-02d3795a7582,37821,Archivio di stato di Genova,c917de7b-4135-46f3-92db-626f525db193,
Taddeo de Marini,male,,nobiles,,,,1438–1463,bc7ea6a7-6f1e-43b5-83df-da9391668dbe,37293,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,,–1463,cb5f130e-1e7b-4705-b79c-1135a8f01651,37720,Lodisio de Castiliono,male,mercantes,,,Castiglione,1438–1463,4d6b2806-6a1a-4e37-8c46-2fb41bc0d18e,37431,,100,,,,,,0,"Tommaso Duracino, filza 7, series I, nr. 63",1463-03-14,1463,"This deed is a sublocatio by Taddeo de Marini for the Circassian slave Maddalena, to Lodisio de Castilione, for 100 lire. I'm not certain how this type of transaction works... need to do more research here.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 894,a94058bf-7e65-489c-b6f0-8e5c16d11516,37838,Archivio di stato di Genova,0e05e056-05f9-4791-8d9b-f79341ccdf45,
Giacomo Spinola,male,,nobiles,,,,1460–1485,c714c9a1-df96-4e74-999c-391eb2340754,25676,Anna,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,26,1459–1485,b3b5545b-8876-4b6b-b09a-11bee4a68e38,37608,Battista Sofia,male,mercantes,,,,1460–1485,0d7fec0f-fc5a-4af4-88a1-2e41c658f909,37356,12,100,,,,,y,38,"Niccolò Raggi, filza 15, nr. 690",1485-09-03,1485,"A certain Giacomo Spinola leases out the enslaved Bosnian slave named Anna, who is 26 years of age, to a certain Battista Sofia, for 12 years and 100 Genoese lire. At the end of the contract she is to be freed.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028c,ab0f0bd3-bebe-4377-8cca-2290860c096e,37743,Archivio di stato di Genova,e2816084-aeb9-4249-92f2-bca955c938e7,
Battista Cibo,male,,nobiles,,,,1444–1469,1dd1b471-a727-4193-8707-781db70bc891,37152,Elena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,34,1435–1469,c4deceec-dd39-4b31-8475-ca070dddbd25,37532,Anasaldo Giustiniani,male,mercantes,,,,1444–1469,93192182-0d73-4848-a2fc-cb2fac47e72e,37323,7,70,,,,,y,41,"Tommaso Duracino, filza 12, nr. 21",1469-02-06,1469,"A certain Battista Cibo rents out the Russian slave Elena, who is 34 years of age, to a certain Anasaldo Giustiniani, for 7 years at a price of 70 lire. At the end of the term she is to be freed.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 899,e05cff03-36ed-4c62-8db9-78fb1f54be1d,37839,Archivio di stato di Genova,d59e8f43-5c92-44cf-96d8-b2da2b1bd1c2,
Brancaleone Doria,male,,nobiles,,,,1451–1476,5e321f68-3742-46b9-8544-fcb7b8711d73,26761,an unnamed Hungarian woman,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,35,1441–1476,5c7411f0-d9cf-4e1c-a54e-9a68679e66d6,35844,Tommaso Frugone,male,mercantes,,,,1451–1476,eb413216-06c8-40e6-b385-63e3d994a6d1,30954,7,50,,,,,y,42,"Lorenzo Costa, filza 7, series I, nr. 358",1476-08-27,1476,"Brancaleone Doria q. Franco sells a 35-year old Hungarian slave to a certain Tommaso Frugone for 50L. After seven years she is to be freed. From Tria, p. 73: ""Altra volta, poi, il venditore è presente, ma si stabilisce che il prezzo possa essere pagato a lui « sive legitime persone pro eo » ""; .... p. 74-75: ""Con molta precisione è anche determinata la figura del compratore. Così, di fronte agli atti in cui si vende al compratore ... sono la grande maggioranza quelli in cui si vende al compratore « presenti stipulanti et ementi pro se et heredibus et successoribus suis »... dove si trova la forma non usuale « presenti eiuenti ac acquirenti pro se et heredibus»...""",Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 993,e7f4c085-119d-4ce3-974e-71c85fab3b22,37862,Archivio di stato di Genova,a3f7843f-1f03-4ab0-984c-10b38c26554d,
Perrino Gentile,male,,nobiles,,,,1376–1401,6a742f59-518b-4d12-b457-587361f1a33c,37280,Caterina,,,,female,,–1401,0087d020-eda2-4cb2-959d-6689a86ae9f3,37701,Cosmo Tarigo,male,mercantes,,,,1376–1401,d95f9f24-a954-4925-82ff-f5adeaf41db9,37372,5,45,,,,,y,,"Cristoforo de Revellino, register 18, 1401, fol. 128r",1401,1401,"A certain Perrino Gentile leases out the --- slave Caterina, who is --- years of age, to a certain Cosma Tarigo for 5 years and 45 lire. At the end of the contract she is to be freed.",Cristoforo de Revellino,695ab4e7-a4aa-4d98-a754-dc71fa324d91,25512,Notai antichi 430,77805872-acd5-4aa6-b5ef-faf29a2ab5cc,37780,Archivio di stato di Genova,c29bd631-3237-4736-8321-5d775a58d3e2,
Domenico Lercari,male,,nobiles,,,,1390–1415,810303a7-b2d9-45d4-88e1-aa02cc95e2ad,23830,Catalina,,,,female,,–1415,1f93b7d8-24d1-477e-8120-4f2388043833,37570,Girolamo Fieschi,male,mercantes,,,,1390–1415,44e4528e-6370-4961-a4d3-b59da14f500a,37419,3,60,,,,y,,3,"Giuliano Canella, register 5, 1415–1417, fols. 15v–16r",1415-10-08,1415,"A certain Domenico Lercari leases out the enslaved woman named Catalina, whose age and nationality is not indicated, to a certain Girolamo Fieschi, for three years and 60 Genoese lire. She is leased for the purpose of wet nursing.",Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Notai antichi 482,3bdca31d-2a31-4dc7-a250-9ad08f4e3f4d,37782,Archivio di stato di Genova,c8d0efc7-97e3-44f1-b8c9-b72ebcd77cc6,
Brunoro Spinola,male,,nobiles,,,,1452–1477,4007078c-c7a3-4969-bb88-d7f01e9c50f7,37171,Lazzaro,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,20,1457–1477,76ae172a-57c7-4940-9795-6af1537d1082,37556,Girolamo Palmario,male,mercantes,,,,1452–1477,1a100bc3-4ce5-4f53-bde0-2d595abcd021,30547,9,90,,,,,,29,"Tommaso Duracino, filza 20, nr. 65",1477-02-03,1477,"A certain Brunoro Spinola leases out the Abkhazan slave Lazzaro, who is 20 years of age, to a certain Girolamo Palmario, 9 years and 90 lire. The date is approximate.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 907,2260d938-eb32-478e-a127-fac48683ed59,37847,Archivio di stato di Genova,b02166db-54db-4882-b28f-3aec5ac49568,
Niccolò Gentile,male,,nobiles,,,,1466–1491,e292fb45-e227-4912-8be0-44e470345a06,37262,Maria,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,25,1466–1491,3b0b9d5b-9eab-40f5-a17e-92a0dbfa4774,37678,Paulo Sauli,male,mercantes,,,,1466–1491,692833e8-3168-4468-944b-50673e388f54,37462,7.7,84.3,,,,,,32.7,"Antonio Pastorino, filza 5, nr. 524",1491,1491,"Having already been leased for 7 years and 8 months for 84 lire 6 soldi 8 denari by Nicola Gentile Pallavicini to Raffaele de Odono, Raffaele sub-leased the Hungarian slave Maria, who is 25 years of age, to a certain Paulo Sauli for 7 years and 2.5 months for 79 lire 16 soldi 8 denari.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1294,52c29cd8-9d3d-4a75-8fd0-d0d921961f79,37765,Archivio di stato di Genova,7676bac4-55aa-4777-a977-a5d97270954f,
Giorgio de Marini,male,,nobiles,,,,1447–1472,49d7c903-44c6-497d-bc7a-e736e3541a0b,37207,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,28,1444–1472,c2ec39e1-01de-49cb-bc60-ec790b93e60e,37612,Giovanni Delfino,male,mercantes,,,,1447–1472,2c784802-9f4a-40df-ad0b-e6445bcaf812,37215,10,100,,,,,,38,"Tommaso Duracino, filza 15, nr. 141",1472-02-16,1472,"A certain Giorgio de Marini rents out the Circassian slave Maria, who is 28 years of age, to a certain Giovanni Delfino, for 10 years and 100 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 902,2fe581dd-8e34-4a18-a37b-4a9fdbde88f0,37842,Archivio di stato di Genova,bfa8e0bc-839f-4dd0-a2f4-d7a2dc2c9230,
Emanuele Usodimare,male,,nobiles,,,,1424–1449,2b4bd1ee-b428-43cc-baa3-448b9adbd252,30673,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,36,1413–1449,689c3e2f-d2db-49da-9d03-d8c38b03a923,37576,Antonio de Franchi,male,mercantes,,,,1424–1449,69fe8b23-2486-49b5-bc03-19e7e86a4ef7,29985,8,86,,,,y,,44,"Giacomo de Camulio, filza 7, nr. 271",1449,1449,"A certain Manuele Usodimare rents out the Abkhazian slave Margherita, who is 36 years of age and pregnant, to a certain Antonio de Franchis, for 8 years at a cost of 86 lire, for the purpose of being a wet nurse.",Giacomo de Camulio,f7257240-5435-4736-9c4f-ea2667633dda,23158,Notai antichi 503,d211ca15-e286-4e16-b2e7-4aa513c02d73,37787,Archivio di stato di Genova,f03e5691-bcc0-4897-a2f9-0a498ecd8594,
Niccolò Spinola,male,,nobiles,,,,1474–1499,fd1c5c76-b031-4221-857a-2b55ea5a20e5,25750,an unnamed Moorish person,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,,40,1459–1499,7afc4f82-fd9c-4b9a-9a0b-ca7a59cf5226,37682,Andrea Valletaro,male,mercantes,coperterius,,,1474–1499,d8a5977a-c328-4e41-b86e-14765fb3522c,37327,5,63,,,,,,45,"Niccolò Raggi, filza 26, nr. 213",1499,1499,"A certain Nicola Spinola leases out the Moorish slave ---, who is 40 years of age, to a certain Andrea Valletaro, coperterius, for 5 years and 63 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1038,dd424291-5588-49ff-b8d1-5e5da63ef909,37751,Archivio di stato di Genova,ed45f127-57fd-4202-b098-c586ecbd5536,
Teramo Centurione,male,,nobiles,,,,1461–1486,461360ec-6acf-489a-8742-1eb00b7c7082,27466,Caterina,,,,female,35,1451–1486,bea8870c-952a-4e98-9dd3-59767957cafa,37722,Francesco de Gradi,male,mercantes,,,,1461–1486,54532ae8-1344-4a51-9290-8799ab86a3f5,26898,10,100,,,,,,45,"Niccolò Raggi, filza 16, nr. 141",1486,1486,"A certain Teramo Centurione leases out the --- slave Caterina, who is 35 years old, to a certain Francesco de Gradi, for 10 years and 100 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028d,f33dd22c-59f1-4d4d-ba92-f60bd5c809bc,37744,Archivio di stato di Genova,8b43998b-3f49-4033-a3eb-cf63c01b67f7,
Illario Grillo,male,,nobiles,,,,1427–1452,52a42b0f-085a-4d54-a740-0de3ef2c94f5,37228,Maria,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,35,1417–1452,08c15d44-a9f4-4185-9774-3efa9ce5085b,37638,Niccolò de Fornari,male,mercantes,,,,1427–1452,551c8a77-7587-4ee2-8856-e9cea353ef25,37447,12,100,,,,,,47,"Bartolomeo Risso, filza 2, series II, nr. 353 (formerly nr. 348)",1452-12-22,1452,"A certain Illario Grilla rents the Abkhazian slave Maria, who is 35 years old, to a certain Nicola de Fornari, for a period of 12 years for 100 lire. At the end of the rental period the slave is to be manumitted.",Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 716,d592d12c-c291-4af8-96c4-6efad6cb8411,37822,Archivio di stato di Genova,26ce4287-781d-4acb-8625-b926c950a9cb,
Bernardo Aucreto,male,,,,,,1467–1492,2304a8b3-f000-4c03-abf6-ccd27b5cdd49,37167,Caterina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,20,1472–1492,ca2bfe89-cd74-4e78-9040-5b1f40b55cd6,37551,Teodoro de Fornari,male,mercantes,,,,1467–1492,e2f3300b-e82c-4b8c-b501-355ef9eef198,37481,12,120,,,,,,32,"Girolamo Loggia, filza 4, series I, nr. 355",1492,1492,"A certain Bernardo Aucreto leases out the Abkhazan slave Caterina, who is 20 years old, to a certain Teodoro de Fornari, for 12 years and 120 lire.",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1124,da9382e8-ca43-4244-9b60-0c21e74afe65,37755,Archivio di stato di Genova,a0ea4445-6ac1-4640-aab4-bd6bbcf5f41a,
Mariola de Turrilia,female,y,artefices,,,,1448–1473,10eb9fc5-4f21-4d7d-a234-47ab53036d2d,37489,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,28,1445–1473,dd386417-745a-46ef-aaea-33cd26e61bf3,37660,Despina Centurione,female,nobiles,,,,1448–1473,0b3f4f07-d60a-469b-be74-77e3d268d18a,37376,12,150,,,,,,40,"Girolamo Loggia, filza 1, series I, nr. 273",1473-10-09,1473,"A certain Mariola de Turrilia, wife of the deceased Bartolmeo de Levante, leases out the enslaved Circassian named Maddalena, who is 28 years of age, to a certain Despina Centurione, for 12 years and 150 Genoese lire. Mariola is represented by the notary Lorenzo Costa.",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1121,d1b081be-fa7b-434e-85d5-c1891d025e0d,37753,Archivio di stato di Genova,25ef8b80-db3c-4168-a0e2-485a2677ad7a,
Gregorio Piccaluga,male,,artefices,,,,1464–1489,8cd6f32b-1d9a-4693-acec-086e301b4047,37226,Maria,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,25,1464–1489,80358d04-7b36-4ec1-bc69-a88189b7e6b3,37634,Bianca Cibo,female,nobiles,,,,1464–1489,0024454f-b501-4e50-92c0-12fe3140210a,37365,12,120,,,,,,37,"Giovanni Battista Parisola, filza 7, series II, nr. 109",1489-04-29,1489,"A certain Gregorio Piccaluga leases out the Turkish slave Maria, who is 25 years of age, to a certain Bianca (Bianchineta) Cibo, for 12 years and 120 lire .",Giovanni Battista Parisola,bb2ab190-4341-4b4c-9d00-bd3ae880580a,31237,Notai antichi 957,ce48217c-55cf-4908-b45a-44e23b0f95cd,37856,Archivio di stato di Genova,c8a33cc1-2231-47dc-9d16-8f932e553910,
Francesco de Passagio,male,,artefices,peliparius,leather workers,,1472–1497,5c1f4a37-52a9-4718-a870-51364155c712,37190,Lucia,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,47,1450–1497,63121238-0560-4b76-a520-0868ff473a9a,37584,Luchina Spinola,female,nobiles,,,,1472–1497,81d0aadd-1230-43a4-8310-d1259af436ea,37238,4,70,,,,,,51,"Niccolò Raggi, filza 24, nr. 124",1497,1497,"A certain Francesco Passagio, peliparius, leases out the Greek slave Lucia, who is 47 years of age, to a certain Luchina Spinola, for 4 years and 70 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1036,d1705484-6b73-4195-a234-3e2cf5620573,37750,Archivio di stato di Genova,99853b3c-f38d-4a5e-924c-c9000e94bf26,
Mariola de Albingana,female,---,artefices,,,Albenga,1458–1483,c5582b1b-a0d2-4980-a608-df0d45c49812,37245,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,45,1438–1483,0a4713ca-75b3-44cf-adc9-eaa2251a2bb5,37659,Giuliano Grimaldi,male,nobiles,,,,1458–1483,7157deb4-a5e2-49e6-a99a-cf50f0394a89,37421,9,90,,,,,y,54,"Girolamo Loggia, filza 2, series II, nr. 372",1483,1483,"A certain Mariola de Albingana leases the Circassian slave Maddalena, who is 45 years of age, to a certain Giuliano Grimaldi, for 9 years and 90 lire. At the end of the contract she is to be freed.",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1122,1e2f7fcb-ea9c-4cf4-863a-a5635223bade,37754,Archivio di stato di Genova,5f3cf0a1-ebe0-449d-aa84-3c99cf7c6af3,
